,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
156,"Fauci: <U+26A1><U+FE0F>ONLY IF the vaccine rollout is  “efficiently, quickly and effectively administered” will life be normal by… https://t.co/2RaPt6iuyx",FALSE,0,NA,02/01/2021 22:22,TRUE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EAGLEjme,0,FALSE,FALSE,NA,NA
157,@CheungRonny @ClaireTuck710 @RCPCHtweets @leehudson111 @lizWWyld @Damian_Roland Kids being admitted to hospitals in… https://t.co/Eyy12rrSXz,FALSE,0,CheungRonny,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,846007646,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",baa_ramU,0,FALSE,FALSE,NA,NA
158,RT @nnnatene: I had a woman come into today to do a Covid test. She was worried SICK because her kids had gone out &amp; caught it. This woman…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",han_nahsss,22880,TRUE,FALSE,NA,NA
159,RT @VamonosLA: A lot was written about how America chose the economy over public health. But really America chose its dedication to a minim…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",rouge8,1,TRUE,FALSE,NA,NA
160,"RT @valentinavoight: covid aside, why would ANYONE choose to be in this setting...",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Genuhhsis__,767,TRUE,FALSE,NA,NA
161,RT @KeithOlbermann: A report that @kingsthings has Covid-19 breaks my heart. It’s been easy to kid him but Larry is a loyal friend and his…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gotklss2,177,TRUE,FALSE,NA,NA
162,"RT @mercola: In the race to produce a viable vaccine for COVID-19, one developed at the University of Queensland, Australia, was scrapped w…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndreaDS0909,75,TRUE,FALSE,NA,NA
163,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bronwynbunny,11196,TRUE,FALSE,NA,NA
164,RT @chrischirp: So all the bad covid things me &amp; others were shouting about in the 2 weeks before Xmas are happening &amp; continuing to worsen…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ColMarie17,2424,TRUE,FALSE,NA,NA
165,RT @JoeBiden: Let me be clear: The Biden-Harris Administration will spare no effort to make sure people are getting vaccinated. https://t.c…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seeme63Seeme,6976,TRUE,FALSE,NA,NA
166,"@GerardBattenUK @peterprobert Here it is
https://t.co/JXGqzJ1nrw",FALSE,0,GerardBattenUK,02/01/2021 22:22,FALSE,1.35E+18,1.35E+18,216327829,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JohnE77,0,FALSE,FALSE,NA,NA
167,"RT @itvnews: Covid: Leading teaching union advises primary school staff not to return to classrooms
https://t.co/Kuiuh5vERv",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jamesberriman,10,TRUE,FALSE,NA,NA
168,"RT @jacobinmag: Since the fiscal crisis of 1975, New York has been repeatedly lashed by austerity. Now with the latest round of post-COVID-…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",spiralunbound,3,TRUE,FALSE,NA,NA
169,"""The thing is that the COVID-19-hit services have to rise $4 for every $1 pull-back in the goods sector just to sta… https://t.co/X5Yc79JT0J",FALSE,0,NA,02/01/2021 22:22,TRUE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",_keegansmart,0,FALSE,FALSE,NA,NA
170,RT @harryftirene: normalise crying like a baby the first moment you step into a concert venue post-covid,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mayaescalona,7754,TRUE,FALSE,NA,NA
171,"RT @SkyNews: COVID-19: UK records 57,725 new coronavirus cases - its highest ever daily total https://t.co/QGyIgPW5a5",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imsiobhan_,490,TRUE,FALSE,NA,NA
172,RT @nnnatene: I had a woman come into today to do a Covid test. She was worried SICK because her kids had gone out &amp; caught it. This woman…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WilsonAj_,22880,TRUE,FALSE,NA,NA
173,"RT @DrCraigEmerson: I agree on COVID-19 testing, contact tracing &amp; hospital care; they are best done by the states. But Australia‘s quarant…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MargMcCrohon,27,TRUE,FALSE,NA,NA
174,"RT @SkyNews: COVID-19: 'Mixing coronavirus vaccines is not recommended', health agency warns https://t.co/295f0XrxeY",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",heather63262308,603,TRUE,FALSE,NA,NA
175,"Even pre covid, these kinds of parties are the worst <U+0001F974> https://t.co/cTSrDSE2gE",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alioxan_,0,FALSE,FALSE,NA,NA
176,"RT @JFowlerESPN: Steelers corner Joe Haden has been flagged for a Covid-19 situation, and though not finalized, the Steelers are planning t…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amesdog32,368,TRUE,FALSE,NA,NA
177,@Covid vaccine 1 year...AIDS vaccine non existent...40 plus years....cancer cure 125 plus years looking.....cure fo… https://t.co/XvmReXxKku,FALSE,0,covid,02/01/2021 22:22,TRUE,NA,1.35E+18,83045337,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",free402020,0,FALSE,FALSE,NA,NA
178,"RT @Victoriaouthere: @TribLIVE Why are R's dying from covid-related illness? <U+0001F914>
This hoax is very convincing.",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HotPocketRnD,4,TRUE,FALSE,NA,NA
179,@NeilClark66 I am in London and only 3 deaths in my postcode since March - Nov 20 with Covid.,FALSE,0,NeilClark66,02/01/2021 22:22,FALSE,1.35E+18,1.35E+18,728039605,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",tanyanashphoto,0,FALSE,FALSE,NA,NA
180,@PhysioDunbar COVID has been the best therapy ever for my chocolate addition!!! Can’t taste or smell anything so no point wasting it!!! <U+2639><U+FE0F>,FALSE,0,PhysioDunbar,02/01/2021 22:22,FALSE,1.35E+18,1.35E+18,2850159474,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",happychic2000,0,FALSE,FALSE,NA,NA
181,RT @ninnyd101: Masky will not like this <U+0001F914><U+0001F609><U+0001F447> https://t.co/cFB1UFLugL,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",phoenix82190718,16,TRUE,FALSE,NA,NA
182,"RT @business: Yes, we have a vaccine and that's very good. But Covid may never be fully eradicated https://t.co/BWbfCcd8oy",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",BouwplaatsFSbv,44,TRUE,FALSE,NA,NA
183,"@No452631821 Lol, but I hope they don’t give you false results for covid. If so, I hope you have enough money or donation to sue them.",FALSE,0,No452631821,02/01/2021 22:22,FALSE,1.35E+18,1.35E+18,1.28E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FakedGenny,0,FALSE,FALSE,NA,NA
184,"A leaderless, rudderless state helplessly buffeted by COVID-19, political challenges abroad, lacking basic governan… https://t.co/94Yu8IOO80",FALSE,0,superisabel76,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,66104090,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",superisabel76,0,FALSE,FALSE,NA,NA
185,"RT @drdavidsamadi: 33,772,990 people around the world have gotten COVID-19 and recovered from it.

The media doesn’t want you to know that,…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kuanzikew,69266,TRUE,FALSE,NA,NA
186,"@VexNemorensis Oh that's funny...  I was hoping to be playing SoN in a panto in Feb but Covid, obv, will be next ye… https://t.co/7EkDZsoHyA",FALSE,0,VexNemorensis,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,1.18E+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sandtreader,0,FALSE,FALSE,NA,NA
187,"RT @_BeardedWarrior: Absolutely disgusting behaviour by @metpoliceuk, not only picking out &amp; arresting a young girl for 'breach of #Covid r…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mindarelli21,174,TRUE,FALSE,NA,NA
188,"RT @jburnmurdoch: NEW: Saturday update of latest UK Covid data

The trend in test positivity since Christmas is genuinely scary, with lines…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",andycheeseman,1518,TRUE,FALSE,NA,NA
189,"RT @CARMELLANTHONY: I can’t believe there’s ppl who still think the COVID vaccine is for the government to put chips in our body, as if we…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jenevah_23,21,TRUE,FALSE,NA,NA
190,"RT @ACTHealth: Did someone say pool party? <U+0001F3CA><U+200D><U+2642><U+200D> The water’s fine, but remember, COVID safety is still a thing. Avoid crowding up, in or out…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TorieMengelkamp,3,TRUE,FALSE,NA,NA
191,RT @fob51: I’d urge you to watch this whilst you have time at home. A real eye opener. Music artists and creators struggle through Covid wh…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BrokenRecordOrg,7,TRUE,FALSE,NA,NA
192,"@BorisJohnson @COP26 Is this going to be as efficient as the PPE fiasco ???

Giving contracts to ""mates"" who then c… https://t.co/mANrdZUNIj",FALSE,0,BorisJohnson,02/01/2021 22:22,TRUE,1.34E+18,1.35E+18,3131144855,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BruceyAlmighty,0,FALSE,FALSE,NA,NA
193,RT @EpochTimes: 2 #Minnesota lawmakers believe their state’s #CCPVirus death count is inaccurate and are calling for a nationwide #Audit to…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GabracadabraInc,544,TRUE,FALSE,NA,NA
194,"RT @MPrepuce: Thread.

I’m getting some questions about COVID &amp; vaccines, largely around dosing &amp; new variants. I’ll offer some thoughts he…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",highwayman7611,270,TRUE,FALSE,NA,NA
195,@rodjgrimmer @charlesTdale Managing Covid in a country bigger than the UK but with only 5 million people rattling a… https://t.co/bCLmNEn5vN,FALSE,0,rodjgrimmer,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,1222591501,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Phil_End,0,FALSE,FALSE,NA,NA
196,RT @nnnatene: I had a woman come into today to do a Covid test. She was worried SICK because her kids had gone out &amp; caught it. This woman…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",blearyed,22880,TRUE,FALSE,NA,NA
197,"RT @randyhillier: It’s not just outlandish, but destructive @DFisman is far more dangerous than covid, his ideas to adopt a totalitarian re…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kimmieM1973,43,TRUE,FALSE,NA,NA
198,Covid doesn’t respect fame or fortune. Hope he makes it through this. https://t.co/xBiI8JrI9a,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Meltdown4,0,FALSE,FALSE,NA,NA
199,RT @liamyoung: Today will be an important one in the next stage of the fight against Covid-19. We either stand with teachers in demanding t…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_LaurenWoodcock,7161,TRUE,FALSE,NA,NA
200,RT @liamyoung: Today will be an important one in the next stage of the fight against Covid-19. We either stand with teachers in demanding t…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mandy_hull,7161,TRUE,FALSE,NA,NA
201,RT @KeithOlbermann: A report that @kingsthings has Covid-19 breaks my heart. It’s been easy to kid him but Larry is a loyal friend and his…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",keriRN,177,TRUE,FALSE,NA,NA
202,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NatiRainbows,11196,TRUE,FALSE,NA,NA
203,Why were Taiwan and Liberia so much more effective than the U.S. at responding to Covid-19? Former CDC director… https://t.co/WImt8MWcmW,FALSE,0,NA,02/01/2021 22:22,TRUE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MariaESalinas,0,FALSE,FALSE,NA,NA
204,"@BlockBetMMA @MMALOTN Ey, yae, yae,yae,yae. Glad to seem them COVID cards in full effect.",FALSE,0,BlockBetMMA,02/01/2021 22:22,FALSE,1.35E+18,1.35E+18,9.63E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MarkSelormey,0,FALSE,FALSE,NA,NA
205,NYS REPORTED MOST most COVID DEATHS cases in America &amp; was handled by GOVERNOR OF NYS ANDREW CUOMO &amp; FOR THAT SOMEO… https://t.co/rpCo7ghzko,FALSE,0,coffee6666,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,1163288148,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",coffee6666,0,FALSE,FALSE,NA,NA
206,"@educationgovuk Release the scientific data proving that schools are safe.
Tell us how many school staff tested pos… https://t.co/WOzJydtYjZ",FALSE,0,educationgovuk,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,143039548,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Givemet38645955,0,FALSE,FALSE,NA,NA
207,"@LoCelsoGiovani Hot take: Teams shouldn't fine players for breaking covid protocols, having to issue an apology is… https://t.co/LsMOfRG4ZY",FALSE,0,LoCelsoGiovani,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,581770355,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ErikGross10,0,FALSE,FALSE,NA,NA
208,"US braces for post-holiday Covid surge as death toll nears 350,000 https://t.co/EN4thgDKAS",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cousincat,0,FALSE,FALSE,NA,NA
209,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",emily_trava,11196,TRUE,FALSE,NA,NA
210,RT @KeithOlbermann: A report that @kingsthings has Covid-19 breaks my heart. It’s been easy to kid him but Larry is a loyal friend and his…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",atticusdad,177,TRUE,FALSE,NA,NA
211,"RT @NSWHealth: From 3 January 2021, in Greater Sydney, Central Coast, Wollongong and Blue Mountains, it is mandatory to wear a face coverin…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hellokathieeee,48,TRUE,FALSE,NA,NA
212,Yo! Has Covid just decided to start going after Republicans specifically? https://t.co/4G7mfHfKZn,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nk3play2,0,FALSE,FALSE,NA,NA
213,RT @julie_wenger: The covid positivity rate in my area is 22%. The Texas Education Agency will be working from home Monday while I will be…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RGrems,4,TRUE,FALSE,NA,NA
214,"@fplcreedbratton Gonna be tight, I’m left. Kane captain has screwed me this week, final of my family mini league ch… https://t.co/WfnWSdsUf4",FALSE,0,fplcreedbratton,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,1.02E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoshLeeeee,0,FALSE,FALSE,NA,NA
215,"@DrEricDing “Proximate cause of death was brain aneurysm” from COVID

Covid many multiple complications : one is Blood Clots!!",FALSE,0,DrEricDing,02/01/2021 22:22,FALSE,1.35E+18,1.35E+18,18831926,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tanpanphan,0,FALSE,FALSE,NA,NA
216,RT @harryftirene: normalise crying like a baby the first moment you step into a concert venue post-covid,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",minimonination,7754,TRUE,FALSE,NA,NA
217,"@NVICLoeDown heard of the Nuremberg code ?  No LIABILITY,  must continue to wear a mask, maintain social distancing… https://t.co/LSso3pRMF5",FALSE,0,NVICLoeDown,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,80857088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mariabteixeira3,0,FALSE,FALSE,NA,NA
218,RT @JanekKayley: From the Christmas gathering I chose not to attend. Ten of the 15 people now have COVID.,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",monicafrommars,25184,TRUE,FALSE,NA,NA
219,"Spiraling #COVID19 deaths leave morgues overflowing and funeral homes turning away grieving families.

#coronavirus… https://t.co/b0GtTlU56O",FALSE,0,NA,02/01/2021 22:22,TRUE,NA,1.35E+18,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",CEDRdigital,0,FALSE,FALSE,NA,NA
220,Another covid projection bites the dust. Generally take the “under” and you’ll be correct most of the time. https://t.co/9xDZ4YWYAD,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PedalCabby,0,FALSE,FALSE,NA,NA
221,RT @harryftirene: normalise crying like a baby the first moment you step into a concert venue post-covid,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LisaMG__,7754,TRUE,FALSE,NA,NA
222,"@RobertIrwin @AustraliaZoo So glad we were able to visit your amazing,  beautiful zoo last March, we had to return… https://t.co/BQ7PITxaei",FALSE,0,RobertIrwin,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,14949475,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SandraT92250530,0,FALSE,FALSE,NA,NA
223,"RT @bbc5live: Responding to media reports of increased admissions of children and young people with Covid-19, Professor Russell Viner, Pres…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LauraStanley88,159,TRUE,FALSE,NA,NA
224,RT @bIondiewasabi: LA has stopped transporting heart attack and stroke victims to hospitals because there are no beds due to covid overload…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jbwakeham,11196,TRUE,FALSE,NA,NA
225,RT @JamesMelville: Imagine not having any income or government financial support for 10 months because your business or job isn’t allowed t…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",the_cynical1,77,TRUE,FALSE,NA,NA
226,@RawalpindiMedi2 @richardzybert @drpaulmorgan @appne_official @ahmedaftab68 @DrMohidKhan unsure of legal impact-Pfi… https://t.co/BT2UuV75RP,FALSE,0,RawalpindiMedi2,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,1.33E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TayyebT,0,FALSE,FALSE,NA,NA
227,RT @BJP4India: PM @narendramodi had the highest approval ratings among world leaders in a year that was hit by the unprecedented COVID cris…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ashutoshgyanpur,611,TRUE,FALSE,NA,NA
228,"RT @ASPphysician: “We left the barn door open,” said <U+2066>@DrSamirSinha<U+2069> ... which attributes more than 70% of Canada’s approximately 14,000 kn…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Blubdha,6,TRUE,FALSE,NA,NA
229,"RT @BNODesk: Pennsylvania Rep. Mike Reese (R), who last month announced he had tested positive for COVID-19, has died of an apparent brain…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theelectwoman08,513,TRUE,FALSE,NA,NA
230,"@musgrove_mark @thedailybeast Precisely because he could survive those marriages, he may survive Covid. Let’s hope.",FALSE,0,musgrove_mark,02/01/2021 22:22,FALSE,1.35E+18,1.35E+18,2894782432,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TKHNorth,0,FALSE,FALSE,NA,NA
231,"RT @Phil_Lewis_: Larry King is hospitalized and struggling with COVID-19, according to news reports. https://t.co/rlGZnQU4sE",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aroundthewayash,414,TRUE,FALSE,NA,NA
232,RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Penguinsushi,1089,TRUE,FALSE,NA,NA
233,"RT @KeishaBottoms: We’ve hit a record high # of COVID cases in GA. Hospitals are over capacity, w/ some waiting hours &amp; days for admission…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",i2teachtechga,2316,TRUE,FALSE,NA,NA
234,Covid may be physically fucking me up but least my skins pulling through<U+0001F974> https://t.co/OkFwIxyRfS,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amandadb__,0,FALSE,FALSE,NA,NA
235,"RT @NHSMillion: Did you know that the highest % of positive Covid cases is in secondary school age children?

As shown in the @ONS data bel…",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GerriisalsoGigi,850,TRUE,FALSE,NA,NA
236,@skoopsro Agreed. I have my RTX 3080 savings building up to an RTX 3090. Almost there too. I figure by the time cov… https://t.co/SsbHt6k7CI,FALSE,0,skoopsro,02/01/2021 22:22,TRUE,1.35E+18,1.35E+18,19580075,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CCOONANSR,0,FALSE,FALSE,NA,NA
237,"RT @RussellEngland: @mojos55 ""Government saves £600m on state pension payments as Covid deaths surge""

https://t.co/JlCK0jJRyi",FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GraWitMik,1,TRUE,FALSE,NA,NA
238,RT @partynxs: @RealTina40 @RealTina40 are you aware the State of New York is projected to pass NY State Assembly Bill A416 which will allow…,FALSE,0,NA,02/01/2021 22:22,FALSE,NA,1.35E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AngelaW21182907,24,TRUE,FALSE,NA,NA
